"","accion","fecha","precio","tasa_libre","a","b","d","m","mu_normal","sigma_normal"
"1","GCARSOA1.MX","2025-07-31",134.100006103516,0.085,0.0519216270069657,2.60839057538805,0.421766340584829,0.000439136843261613,0.0847157445397223,0.0238434670414227
