"","accion","fecha","precio","tasa_libre","a","b","d","m","mu_normal","sigma_normal"
"1","GFINBURO.MX","2025-07-31",48.5800018310547,0.085,0.0575262551805313,2.73444739502237,0.277482846825987,0.00147336242776428,0.0847690130730728,0.0214935770372087
