"","symbol","date","open","high","low","close","volume","adjusted","returns"
"1","GCARSOA1.MX",2018-01-02,66,66,64.0199966430664,65.5500030517578,313388,60.1289443969727,NA
"2","GCARSOA1.MX",2018-01-03,65.8000030517578,66.3199996948242,65,66.120002746582,306672,60.651798248291,0.00865795500118249
"3","GCARSOA1.MX",2018-01-04,66.3300018310547,67.1900024414062,65.5999984741211,65.75,358542,60.3124046325684,-0.00561148667506917
"4","GCARSOA1.MX",2018-01-05,66.4199981689453,67.5,66.1100006103516,67.4199981689453,222745,61.8442878723145,0.0250819421671826
"5","GCARSOA1.MX",2018-01-08,67.4400024414062,68.5400009155273,66.3499984741211,68.2900009155273,462732,62.6423416137695,0.0128216930248257
"6","GCARSOA1.MX",2018-01-09,68.2799987792969,68.2799987792969,66.5,67.2399978637695,299137,61.6791725158691,-0.0154951196640933
"7","GCARSOA1.MX",2018-01-10,67.5800018310547,67.5800018310547,64.8899993896484,65.0899963378906,328977,59.7069778442383,-0.0324974180227589
"8","GCARSOA1.MX",2018-01-11,66.3399963378906,66.9700012207031,64.2799987792969,66.6399993896484,342985,61.128791809082,0.0235340841759939
"9","GCARSOA1.MX",2018-01-12,65.3499984741211,68,65.2300033569336,66.0999984741211,563992,60.6334457397461,-0.00813632883162363
"10","GCARSOA1.MX",2018-01-15,66.0899963378906,66.2900009155273,65.3099975585938,65.4100036621094,134930,60.0005264282227,-0.0104933147384942
"11","GCARSOA1.MX",2018-01-16,66,67.1900024414062,65.1999969482422,66.1999969482422,383793,60.7251739501953,0.0120050034533419
"12","GCARSOA1.MX",2018-01-17,66.9899978637695,67.3000030517578,65.2300033569336,66.5699996948242,538432,61.064582824707,0.00557369949946018
"13","GCARSOA1.MX",2018-01-18,67,67.9899978637695,65.9199981689453,67.8600006103516,314573,62.2479019165039,0.019192791684147
"14","GCARSOA1.MX",2018-01-19,68,68,66.3399963378906,66.9599990844727,385331,61.4223251342773,-0.013351460022732
"15","GCARSOA1.MX",2018-01-22,67.6600036621094,67.6600036621094,66.4199981689453,66.9800033569336,403465,61.4406890869141,0.000298933782308275
"16","GCARSOA1.MX",2018-01-23,67.8000030517578,67.8000030517578,66.3199996948242,67.4100036621094,487405,61.8351287841797,0.00639932551487998
"17","GCARSOA1.MX",2018-01-24,67.8000030517578,68.3600006103516,66.7099990844727,67.0500030517578,553347,61.5048980712891,-0.00535481482203082
"18","GCARSOA1.MX",2018-01-25,66.9899978637695,68.0999984741211,66.9899978637695,67.3600006103516,437993,61.789249420166,0.00461257665207793
"19","GCARSOA1.MX",2018-01-26,66.8199996948242,68.1999969482422,66.8199996948242,68.1500015258789,418277,62.513916015625,0.011659796479357
"20","GCARSOA1.MX",2018-01-29,68.1999969482422,69,67.4599990844727,68.7300033569336,313334,63.0459518432617,0.00847466664211804
"21","GCARSOA1.MX",2018-01-30,67.8000030517578,69.379997253418,67.5,68.8300018310547,358497,63.1376876831055,0.00145400554857833
"22","GCARSOA1.MX",2018-01-31,69.4000015258789,70.1999969482422,68.1500015258789,69.8199996948242,663402,64.0458145141602,0.0142808186449201
"23","GCARSOA1.MX",2018-02-01,70.1900024414062,72.5,69.3600006103516,72.3099975585938,653855,66.3298721313477,0.03504167672686
"24","GCARSOA1.MX",2018-02-02,70.5199966430664,72.4000015258789,69.6100006103516,70.6800003051758,707620,64.8346786499023,-0.0227997312114052
"25","GCARSOA1.MX",2018-02-06,68.5999984741211,69.3399963378906,66.9000015258789,67.9899978637695,785759,62.3671607971191,-0.038801756989038
"26","GCARSOA1.MX",2018-02-07,68.3199996948242,68.5800018310547,67.5,67.9599990844727,385699,62.3396339416504,-0.000441465214040093
"27","GCARSOA1.MX",2018-02-08,67.0100021362305,68.6800003051758,66.4100036621094,66.8499984741211,609360,61.3214225769043,-0.0164681493896417
"28","GCARSOA1.MX",2018-02-09,67,69.9800033569336,66.5,69.5800018310547,446368,63.8256607055664,0.0400260619377457
"29","GCARSOA1.MX",2018-02-12,69.9700012207031,71,68.5299987792969,70.4499969482422,505418,64.6236953735352,0.0124258300770341
"30","GCARSOA1.MX",2018-02-13,70.2200012207031,70.7699966430664,69.1600036621094,70.4100036621094,239224,64.5870208740234,-0.000567669641677426
"31","GCARSOA1.MX",2018-02-14,68.5400009155273,70.9800033569336,68.5400009155273,69.4000015258789,280808,63.6605377197266,-0.0144486067772567
"32","GCARSOA1.MX",2018-02-15,70.5,71.4899978637695,68.870002746582,69.3300018310547,240159,63.5963287353516,-0.001009124169288
"33","GCARSOA1.MX",2018-02-16,68.5500030517578,71,67.0800018310547,67.5999984741211,302746,62.0094032287598,-0.0252697058679239
"34","GCARSOA1.MX",2018-02-19,69.9400024414062,70.2399978637695,68.3600006103516,69.9700012207031,58320,64.1833953857422,0.0344584998666342
"35","GCARSOA1.MX",2018-02-20,69.3000030517578,70.129997253418,69.3000030517578,69.8899993896484,167915,64.1100158691406,-0.0011439328627354
"36","GCARSOA1.MX",2018-02-21,69.7699966430664,70.7399978637695,69.4400024414062,69.6500015258789,411135,63.8898582458496,-0.00343996963925353
"37","GCARSOA1.MX",2018-02-22,69.0999984741211,71.4100036621094,69.0899963378906,70.0299987792969,325938,64.2384338378906,0.00544105359306091
"38","GCARSOA1.MX",2018-02-23,69.5400009155273,70.4899978637695,69.0999984741211,69.9499969482422,225597,64.1650543212891,-0.00114295219922411
"39","GCARSOA1.MX",2018-02-26,69.1800003051758,69.8899993896484,68.4100036621094,68.9499969482422,297751,63.2477531433105,-0.0143991337328613
"40","GCARSOA1.MX",2018-02-27,68.9499969482422,69.7600021362305,68.5,69.2300033569336,380377,63.5046119689941,0.00405292914349697
"41","GCARSOA1.MX",2018-02-28,68.7799987792969,69.4899978637695,65.0500030517578,66.1900024414062,882883,60.7160034179688,-0.0449052216352577
